chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
7,+,chr7:55887474-55942224,ENSG00000178665,ZNF713,protein_coding,2,55941548,utr3,312,55942222,utr3,343,0.3024,-0.28873,0.58,0.43,0.3159,0.31287,same,control_down
16,+,chr16:83927026-83948280,ENSG00000260300,AC009119.2,protein_coding,2,83929812,intron,551,83945189,intron,243,-0.28709,0.38945,0.36,0.49,0.3159,0.33125,skipped,control_up
7,+,chr7:153887096-154894284,ENSG00000130226,DPP6,protein_coding,2,154210826,intron,290,154894283,utr3,609,0.41815,-0.32794,0.13,0.08,0.31664,0.30273,composite,control_down
19,+,chr19:12064698-12081564,ENSG00000223547,ZNF844,protein_coding,2,12077808,utr3,1055,12081440,utr3,5745,0.26943,-0.19643,0.49,0.41,0.31678,0.3104,same,control_down
19,+,chr19:12092262-12137234,ENSG00000214189,ZNF788,protein_coding,2,12096036,intron,320,12114396,utr3,480,0.55255,-0.52118,0.5,0.36,0.31701,0.31701,composite,control_down
1,+,chr1:201507240-201534783,ENSG00000224536,AC096677.1,antisense_RNA,2,201533604,exon,442,201534777,exon,607,0.32243,-0.29537,0.6,0.5,0.31727,0.3149,same,control_down
12,-,chr12:123410682-123436716,ENSG00000150977,RILPL2,protein_coding,2,123415388,utr3,43894,123415040,utr3,2279,0.08673,-0.13634,0.35,0.31,0.31739,0.32024,same,control_down
2,+,chr2:112138384-112188215,ENSG00000144152,FBLN7,protein_coding,2,112181359,intron,269,112188211,utr3,1878,-0.36888,0.17621,0.52,0.58,0.31739,0.30635,composite,control_up
15,-,chr15:38069480-38072958,ENSG00000236914,LINC01852,lincRNA,2,38072018,exon,563,38071627,exon,332,0.26103,-0.30468,0.4,0.3,0.31799,0.31799,same,control_down
12,-,chr12:29280417-29317847,ENSG00000257176,AC009318.1,antisense_RNA,2,29309932,intron,236,29280417,exon,496,-0.42273,0.292,0.4,0.52,0.31832,0.29673,composite,control_up
10,-,chr10:7158623-7411485,ENSG00000198879,SFMBT2,protein_coding,2,7242917,intron,5830,7158624,utr3,13103,0.2281,-0.22069,0.56,0.5,0.31836,0.31799,composite,control_down
12,+,chr12:69585333-69601569,ENSG00000166226,CCT2,protein_coding,2,69593033,exon,23373,69601568,utr3,127232,0.0363,-0.0358,0.62,0.62,0.31901,0.31886,skipped,control_down
1,-,chr1:154548576-154559027,ENSG00000160714,UBE2Q1,protein_coding,2,154549984,utr3,44489,154548577,utr3,24316,0.11327,-0.11579,0.53,0.5,0.31927,0.31944,same,control_down
3,+,chr3:113532295-113629577,ENSG00000072858,SIDT1,protein_coding,2,113572625,intron,904,113629573,utr3,2326,0.36479,-0.3666,0.64,0.53,0.31952,0.33406,composite,control_down
11,-,chr11:867859-915057,ENSG00000177830,CHID1,protein_coding,2,880873,intron,22850,869762,utr3,47266,0.32084,-0.31769,0.64,0.54,0.31982,0.31961,composite,control_down
1,-,chr1:42176538-42335876,ENSG00000198815,FOXJ3,protein_coding,2,42258230,intron,7056,42176548,utr3,53802,0.22087,-0.21349,0.55,0.49,0.32005,0.31944,composite,control_down
17,-,chr17:81911938-81921322,ENSG00000187531,SIRT7,protein_coding,2,81918270,intron,24632,81911938,utr3,17911,-0.16033,0.16123,0.49,0.56,0.32042,0.32044,composite,control_up
8,-,chr8:12511278-12665587,ENSG00000283674,AC068587.6,processed_transcript,2,12626393,exon,1002,12575291,intron,11069,-0.18213,0.16949,0.34,0.43,0.32071,0.3313,skipped,control_up
7,+,chr7:134744251-134970727,ENSG00000122786,CALD1,protein_coding,2,134933210,exon,47884,134970636,utr3,226201,0.14878,-0.14717,0.51,0.47,0.3209,0.3208,skipped,control_down
16,+,chr16:53009-57668,ENSG00000161981,SNRNP25,protein_coding,2,57442,utr3,6488,57658,utr3,392,0.18213,-0.33539,0.64,0.56,0.32148,0.34273,same,control_down
2,+,chr2:201116103-201176686,ENSG00000003402,CFLAR,protein_coding,2,201119176,exon,5423,201141595,utr3,62761,-0.05813,0.05329,0.44,0.46,0.32307,0.32193,skipped,control_up
2,-,chr2:200870906-200889302,ENSG00000240344,PPIL3,protein_coding,2,200871154,utr3,792,200870967,utr3,1833,0.24611,-0.18999,0.57,0.49,0.3241,0.31814,same,control_down
16,+,chr16:3263799-3301400,ENSG00000006194,ZNF263,protein_coding,2,3291447,utr3,14740,3301400,utr3,1960,0.04635,-0.06737,0.5,0.48,0.32442,0.32783,skipped,control_down
16,-,chr16:57471921-57487326,ENSG00000125170,DOK4,protein_coding,2,57473050,utr3,660,57471922,utr3,5677,0.26049,-0.14267,0.45,0.38,0.32467,0.31107,same,control_down
7,+,chr7:97116589-97181762,ENSG00000196636,SDHAF3,protein_coding,2,97128655,intron,729,97181760,utr3,4014,0.11099,-0.09168,0.64,0.62,0.32487,0.32149,composite,control_down
18,+,chr18:49560698-49599181,ENSG00000101670,LIPG,protein_coding,2,49592902,utr3,4258,49599181,utr3,708,0.15392,-0.17249,0.6,0.54,0.32495,0.3106,same,control_down
11,+,chr11:8911138-8920083,ENSG00000166452,AKIP1,protein_coding,2,8919549,utr3,3185,8920076,utr3,15213,0.10844,-0.09252,0.51,0.49,0.3256,0.32404,same,control_down
7,-,chr7:93424486-93574729,ENSG00000004948,CALCR,protein_coding,2,93559638,utr5,323,93424486,utr3,300,0.43355,-0.48802,0.53,0.4,0.32589,0.33629,skipped,control_down
11,-,chr11:8947293-8965010,ENSG00000175348,TMEM9B,protein_coding,2,8947509,utr3,29236,8947293,utr3,142941,0.08104,-0.07784,0.46,0.44,0.32765,0.32737,same,control_down
5,+,chr5:157266078-157395594,ENSG00000055163,CYFIP2,protein_coding,2,157364822,intron,1400,157395586,utr3,13994,0.20319,-0.1682,0.5,0.45,0.32938,0.32617,composite,control_down
11,-,chr11:14966667-14972353,ENSG00000110680,CALCA,protein_coding,2,14968503,utr3,6154,14966669,utr3,9048,0.20318,-0.20111,0.98,0.96,0.32947,0.32947,skipped,control_down
12,-,chr12:124946824-124989121,ENSG00000150990,DHX37,protein_coding,2,124986120,exon,362,124946826,utr3,4333,0.39684,-0.2667,0.65,0.55,0.33094,0.32189,skipped,control_down
16,+,chr16:58462845-58513627,ENSG00000103034,NDRG4,protein_coding,2,58513412,utr3,37632,58513617,utr3,16546,-0.01467,0.01546,0.22,0.23,0.3313,0.33146,same,control_up
9,+,chr9:65668804-65734040,ENSG00000147996,CBWD5,protein_coding,2,65684036,intron,1097,65733671,utr3,15393,-0.23648,0.19704,0.45,0.52,0.3313,0.32702,composite,control_up
18,+,chr18:68908047-68908598,ENSG00000273584,AC096708.4,sense_intronic,2,68908329,exon,390,68908598,exon,362,-0.21945,0.2136,0.49,0.55,0.33146,0.33024,same,control_up
5,+,chr5:38258408-38465020,ENSG00000164318,EGFLAM,protein_coding,2,38464544,utr3,1435,38464936,utr3,2506,0.15355,-0.13314,0.56,0.51,0.33199,0.32979,same,control_down
12,+,chr12:103930106-103953644,ENSG00000166598,HSP90B1,protein_coding,2,103947408,utr3,27879,103947924,utr3,361441,0.2172,-0.21643,0.68,0.64,0.33247,0.33247,skipped,control_down
2,+,chr2:99181078-99197625,ENSG00000185414,MRPL30,protein_coding,2,99197432,utr3,31745,99197624,utr3,3051,0.11629,-0.16459,0.57,0.52,0.33281,0.33636,same,control_down
7,+,chr7:100088953-100092199,ENSG00000168090,COPS6,protein_coding,2,100091906,utr3,12182,100092183,utr3,7137,0.13507,-0.13918,0.55,0.51,0.33387,0.33473,same,control_down
10,+,chr10:73782046-73783651,ENSG00000172586,CHCHD1,protein_coding,2,73783370,utr3,40200,73783650,utr3,3490,0.10011,-0.13728,0.58,0.55,0.33513,0.33752,same,control_down
1,-,chr1:29192872-29230941,ENSG00000116353,MECR,protein_coding,2,29193822,utr3,1427,29192881,utr3,2008,0.08992,-0.08309,0.56,0.55,0.33585,0.33521,same,control_down
10,-,chr10:35638248-35642277,ENSG00000177283,FZD8,protein_coding,2,35638614,utr3,19170,35638430,utr3,1949,0.11825,-0.16439,0.5,0.46,0.33588,0.33983,same,control_down
14,-,chr14:31446035-31457509,ENSG00000129480,DTD2,protein_coding,2,31446993,utr3,4826,31446038,utr3,16544,0.09381,-0.08219,0.56,0.53,0.33683,0.33556,same,control_down
19,+,chr19:9621290-9645895,ENSG00000267106,ZNF561-AS1,processed_transcript,2,9633864,exon,1317,9634751,exon,871,0.10493,-0.12283,0.51,0.46,0.33714,0.33973,same,control_down
14,+,chr14:77320883-77331596,ENSG00000100577,GSTZ1,protein_coding,2,77322226,intron,403,77331485,utr3,5685,0.33614,-0.1949,0.65,0.57,0.33714,0.32837,composite,control_down
11,+,chr11:59142747-59155038,ENSG00000166801,FAM111A,protein_coding,2,59152574,exon,1636,59155035,utr3,32499,0.28418,-0.26973,0.55,0.44,0.33742,0.33742,same,control_down
1,+,chr1:167721191-167791918,ENSG00000197965,MPZL1,protein_coding,2,167790152,utr3,6928,167790820,utr3,51484,0.03747,-0.03172,0.59,0.58,0.33742,0.33645,same,control_down
8,-,chr8:143857323-143878463,ENSG00000261150,EPPK1,protein_coding,2,143857592,utr3,9344,143857326,utr3,16651,-0.12894,0.12186,0.6,0.64,0.33789,0.33742,same,control_up
17,-,chr17:64147226-64263300,ENSG00000136478,TEX2,protein_coding,2,64147689,utr3,8331,64147435,utr3,16227,0.08651,-0.07925,0.43,0.41,0.33789,0.33728,same,control_down
12,-,chr12:62643981-62935036,ENSG00000111110,PPM1H,protein_coding,2,62647289,utr3,674,62644003,utr3,4758,0.27519,-0.19676,0.66,0.59,0.33789,0.32858,same,control_down
1,-,chr1:169792528-169794965,ENSG00000171806,METTL18,protein_coding,2,169793333,exon,323,169792533,utr3,1614,0.20578,-0.12223,0.6,0.57,0.33803,0.33763,same,control_down
9,+,chr9:98943178-99070791,ENSG00000204291,COL15A1,protein_coding,2,99007796,intron,1407,99070775,utr3,16943,-0.28629,0.24182,0.6,0.67,0.33803,0.33281,composite,control_up
6,-,chr6:73515749-73523796,ENSG00000156508,EEF1A1,protein_coding,2,73517511,utr3,31509,73515751,utr3,13844,0.11957,-0.12295,0.42,0.4,0.33856,0.33879,same,control_down
17,+,chr17:44708607-44752263,ENSG00000161692,DBF4B,protein_coding,2,44750549,intron,2126,44752262,utr3,406,0.12559,-0.22895,0.57,0.53,0.33874,0.34727,composite,control_down
17,-,chr17:59859481-59892944,ENSG00000108423,TUBD1,protein_coding,2,59876202,intron,1059,59859510,utr3,820,0.19677,-0.21609,0.58,0.52,0.33899,0.34168,composite,control_down
18,-,chr18:26016252-26091216,ENSG00000141380,SS18,protein_coding,2,26017333,utr3,4048,26016254,utr3,80435,0.1061,-0.09107,0.52,0.49,0.33909,0.33736,same,control_down
12,-,chr12:133106816-133130472,ENSG00000214029,ZNF891,protein_coding,2,133121005,exon,258,133106827,utr3,624,0.35714,-0.26651,0.6,0.49,0.33922,0.32922,same,control_down
5,+,chr5:150601079-150659219,ENSG00000171992,SYNPO,protein_coding,2,150654230,utr3,2564,150659206,utr3,46181,0.15874,-0.12519,0.41,0.36,0.33926,0.33539,skipped,control_down
3,+,chr3:150602874-150630444,ENSG00000198843,SELENOT,protein_coding,2,150628373,utr3,210836,150630434,utr3,32493,0.06894,-0.0729,0.52,0.5,0.34095,0.34117,same,control_down
7,+,chr7:94656324-94669694,ENSG00000242265,PEG10,protein_coding,2,94663345,utr5,10856,94669691,utr3,20790,0.34616,-0.34431,0.49,0.4,0.34113,0.34095,same,control_down
10,-,chr10:68414063-68472120,ENSG00000138346,DNA2,protein_coding,2,68414690,utr3,300,68414064,utr3,2725,0.371,-0.19592,0.78,0.7,0.3417,0.32626,same,control_down
6,+,chr6:107028212-107051341,ENSG00000130349,C6orf203,protein_coding,2,107041973,intron,5811,107051339,utr3,17202,0.11471,-0.1009,0.54,0.51,0.34221,0.34095,composite,control_down
20,+,chr20:38962298-39039722,ENSG00000101452,DHX35,protein_coding,2,39013120,intron,707,39039719,utr3,3352,0.25273,-0.20846,0.63,0.55,0.34221,0.33803,composite,control_down
8,+,chr8:28089672-28191155,ENSG00000134014,ELP3,protein_coding,2,28139333,intron,836,28190093,utr3,6378,0.23388,-0.19717,0.6,0.54,0.34243,0.33815,composite,control_down
2,-,chr2:149569633-149587815,ENSG00000168288,MMADHC,protein_coding,2,149569886,utr3,8103,149569638,utr3,54397,-0.10588,0.09106,0.51,0.55,0.34349,0.34241,same,control_up
19,-,chr19:53235380-53254897,ENSG00000197928,ZNF677,protein_coding,2,53238596,exon,14340,53238292,exon,740,-0.15953,0.27445,0.39,0.46,0.34381,0.35418,skipped,control_up
15,+,chr15:73683965-73714517,ENSG00000103855,CD276,protein_coding,2,73691221,intron,3388,73714508,utr3,18975,-0.19447,0.18687,0.49,0.56,0.34402,0.34291,composite,control_up
20,+,chr20:4721909-4728459,ENSG00000171864,PRND,protein_coding,2,4727744,utr3,402,4728458,utr3,917,0.25683,-0.17789,0.4,0.32,0.3446,0.31952,same,control_down
10,+,chr10:68901277-68946846,ENSG00000107625,DDX50,protein_coding,2,68906928,utr3,706,68921843,intron,337,-0.33796,0.37776,0.61,0.72,0.34528,0.34528,skipped,control_up
6,-,chr6:3224260-3231729,ENSG00000137285,TUBB2B,protein_coding,2,3224497,utr3,28113,3224266,utr3,4948,-0.29288,0.31979,0.71,0.8,0.34574,0.3468,same,control_up
11,+,chr11:114059592-114250675,ENSG00000109906,ZBTB16,protein_coding,2,114082110,intron,28799,114098533,intron,11603,0.17366,-0.17953,0.29,0.25,0.34581,0.34604,composite,control_down
6,-,chr6:169703904-169725565,ENSG00000130024,PHF10,protein_coding,2,169707035,utr3,54519,169703907,utr3,29430,-0.14054,0.14292,0.48,0.55,0.34656,0.3467,skipped,control_up
1,-,chr1:225982701-225999330,ENSG00000143751,SDE2,protein_coding,2,225988005,exon,1701,225982702,utr3,15892,0.33534,-0.32237,0.58,0.47,0.3468,0.3468,skipped,control_down
6,+,chr6:27810063-27811299,ENSG00000278828,HIST1H3H,protein_coding,2,27810868,utr3,401,27811297,utr3,864,0.36148,-0.23562,0.76,0.66,0.34767,0.32801,same,control_down
2,+,chr2:23927284-24004908,ENSG00000173960,UBXN2A,protein_coding,2,24000820,utr3,8792,24004907,utr3,7428,0.12428,-0.12562,0.53,0.49,0.34874,0.34907,same,control_down
8,+,chr8:38176532-38213300,ENSG00000156735,BAG4,protein_coding,2,38211018,utr3,958,38213287,utr3,10911,-0.16748,0.09047,0.54,0.59,0.35023,0.33941,same,control_up
8,+,chr8:131904087-132013641,ENSG00000132294,EFR3A,protein_coding,2,132013184,utr3,55858,132013572,utr3,3999,-0.13454,0.15284,0.45,0.49,0.35027,0.35251,same,control_up
17,-,chr17:75038862-75046984,ENSG00000167863,ATP5H,protein_coding,2,75040111,exon,7568,75038865,utr3,118870,0.32895,-0.32252,0.64,0.55,0.35054,0.35016,skipped,control_down
3,-,chr3:187217284-187292021,ENSG00000127241,MASP1,protein_coding,2,187246360,utr3,254,187234082,utr3,2697,0.42772,-0.20456,0.23,0.16,0.35057,0.30632,skipped,control_down
3,-,chr3:33388335-33441370,ENSG00000153560,UBP1,protein_coding,2,33388552,utr3,4806,33388338,utr3,88485,0.09287,-0.06471,0.49,0.46,0.35127,0.34915,same,control_down
2,-,chr2:212581356-212999689,ENSG00000273118,AC093865.1,sense_overlapping,2,212999688,intron,6854,212708924,intron,423,-0.41195,0.54726,0.6,0.78,0.35139,0.34592,skipped,control_up
14,-,chr14:102501759-102509798,ENSG00000156381,ANKRD9,protein_coding,2,102503649,utr3,8669,102501769,utr3,3066,0.11872,-0.13827,0.45,0.41,0.35235,0.35406,same,control_down
5,-,chr5:149993117-150001166,ENSG00000164296,TIGD6,protein_coding,2,149999846,exon,290,149993121,utr3,455,0.4844,-0.40004,0.62,0.46,0.35251,0.34226,skipped,control_down
14,-,chr14:34561093-34630182,ENSG00000129515,SNX6,protein_coding,2,34568657,intron,10388,34562403,utr3,19976,0.14315,-0.13932,0.56,0.51,0.35265,0.35244,composite,control_down
3,-,chr3:196946342-196969059,ENSG00000119227,PIGZ,protein_coding,2,196951584,exon,1446,196946356,utr3,1475,-0.18356,0.18384,0.42,0.48,0.35304,0.3531,skipped,control_up
6,-,chr6:109444061-109462592,ENSG00000135596,MICAL1,protein_coding,2,109460691,intron,1098,109444064,utr3,10316,0.27247,-0.21431,0.53,0.41,0.35335,0.34592,skipped,control_down
17,+,chr17:48103356-48123073,ENSG00000002919,SNX11,protein_coding,2,48122742,utr3,16045,48123064,utr3,1131,0.12038,-0.18803,0.52,0.47,0.35364,0.35821,same,control_down
8,+,chr8:55773141-55825447,ENSG00000137574,TGS1,protein_coding,2,55775503,intron,2536,55825443,utr3,13985,0.16243,-0.14385,0.59,0.54,0.35386,0.35213,composite,control_down
5,+,chr5:139647298-139683881,ENSG00000171604,CXXC5,protein_coding,2,139683324,utr3,2293,139683879,utr3,12044,0.09589,-0.07846,0.62,0.59,0.35414,0.35214,same,control_down
20,-,chr20:37101225-37179587,ENSG00000101353,MROH8,protein_coding,2,37128820,utr3,243,37101226,utr3,511,-0.27548,0.18651,0.37,0.43,0.35414,0.34381,skipped,control_up
6,+,chr6:151494029-151621192,ENSG00000120262,CCDC170,protein_coding,2,151620120,utr3,321,151620731,utr3,386,0.24754,-0.25483,0.49,0.39,0.35505,0.35505,same,control_down
4,-,chr4:118722822-118838682,ENSG00000150961,SEC24D,protein_coding,2,118780011,intron,6639,118722823,utr3,34116,-0.09823,0.09056,0.56,0.59,0.35566,0.35471,composite,control_up
2,+,chr2:88691643-88750934,ENSG00000153574,RPIA,protein_coding,2,88750316,utr3,2331,88750927,utr3,22985,0.2199,-0.18091,0.64,0.55,0.35579,0.35244,same,control_down
17,+,chr17:43170480-43211688,ENSG00000188554,NBR1,protein_coding,2,43211468,utr3,97240,43211686,utr3,45662,0.07787,-0.07995,0.46,0.43,0.35583,0.35595,same,control_down
14,-,chr14:23938730-23988838,ENSG00000215256,DHRS4-AS1,antisense_RNA,2,23939617,exon,1385,23938734,exon,10290,0.16213,-0.11853,0.55,0.5,0.35616,0.35176,same,control_down
17,-,chr17:30897335-30906819,ENSG00000172171,TEFM,protein_coding,2,30900116,utr3,553,30898986,utr3,4960,-0.33684,0.18143,0.45,0.55,0.35626,0.34317,same,control_up
11,-,chr11:36269283-36289448,ENSG00000110442,COMMD9,protein_coding,2,36273959,utr3,15346,36272292,utr3,900,0.15288,-0.21007,0.52,0.47,0.35675,0.36327,same,control_down
8,+,chr8:119416305-119424352,ENSG00000136999,NOV,protein_coding,2,119419341,exon,344,119424352,utr3,4671,0.69297,-0.56464,0.54,0.35,0.35712,0.3711,skipped,control_down
20,-,chr20:49632944-49713877,ENSG00000158470,B4GALT5,protein_coding,2,49697596,intron,18275,49632955,utr3,84678,-0.11859,0.11674,0.45,0.48,0.35738,0.35712,composite,control_up
2,-,chr2:68178856-68256236,ENSG00000221823,PPP3R1,protein_coding,2,68244566,intron,5857,68178856,utr3,99024,0.17122,-0.16227,0.53,0.49,0.35757,0.35665,composite,control_down
1,+,chr1:168225937-168253024,ENSG00000213064,SFT2D2,protein_coding,2,168242848,utr3,4605,168253018,utr3,68071,0.13388,-0.11004,0.56,0.52,0.35807,0.35626,same,control_down
4,+,chr4:121801316-121817020,ENSG00000123737,EXOSC9,protein_coding,2,121806474,intron,924,121816907,utr3,9593,0.12937,-0.09972,0.54,0.51,0.35851,0.3544,composite,control_down
15,-,chr15:80344852-80403574,ENSG00000259495,AC016705.2,lincRNA,2,80373412,exon,597,80344854,exon,272,-0.24786,0.34467,0.41,0.53,0.35926,0.37347,skipped,control_up
11,-,chr11:2883212-2885880,ENSG00000129757,CDKN1C,protein_coding,2,2883585,utr3,11908,2883219,utr3,28843,0.71235,-0.68908,0.61,0.4,0.35991,0.35957,same,control_down
3,+,chr3:141876123-141926513,ENSG00000069849,ATP1B3,protein_coding,2,141923271,intron,21257,141926191,utr3,260050,-0.10353,0.10239,0.45,0.51,0.35995,0.35979,composite,control_up
4,-,chr4:1982713-2041902,ENSG00000185049,NELFA,protein_coding,2,1983030,utr3,4240,1982729,utr3,30924,0.08191,-0.06642,0.56,0.53,0.36037,0.35866,same,control_down
14,+,chr14:88824152-88881077,ENSG00000165533,TTC8,protein_coding,2,88829163,intron,678,88877983,utr3,9511,0.20421,-0.18846,0.56,0.54,0.36143,0.37303,composite,control_down
17,+,chr17:38925167-38929383,ENSG00000263874,LINC00672,protein_coding,2,38926670,utr3,1039,38929142,utr3,514,0.17408,-0.2089,0.5,0.42,0.36216,0.36569,same,control_down
17,-,chr17:58982637-59106920,ENSG00000108395,TRIM37,protein_coding,2,58998205,utr3,19830,58982649,utr3,2812,0.09963,-0.13161,0.55,0.52,0.36267,0.36567,skipped,control_down
4,+,chr4:173369968-173377531,ENSG00000164105,SAP30,protein_coding,2,173373440,exon,1036,173377530,utr3,13018,0.22159,-0.18601,0.61,0.54,0.36283,0.35901,skipped,control_down
16,+,chr16:88663297-88687185,ENSG00000260630,SNAI3-AS1,antisense_RNA,2,88675490,exon,254,88687183,exon,272,-0.32946,0.31732,0.46,0.58,0.36327,0.36098,skipped,control_up
9,-,chr9:127940578-127980512,ENSG00000167106,FAM102A,protein_coding,2,127940880,utr3,60794,127940581,utr3,8624,-0.09345,0.10377,0.54,0.56,0.36373,0.36467,same,control_up
17,-,chr17:8287762-8295342,ENSG00000125434,SLC25A35,protein_coding,2,8290062,utr3,1609,8287763,utr3,1372,-0.1633,0.16953,0.46,0.5,0.36374,0.36467,skipped,control_up
5,+,chr5:72107233-72209569,ENSG00000131711,MAP1B,protein_coding,2,72142724,intron,2342,72209567,utr3,17901,0.18986,-0.16775,0.55,0.49,0.36482,0.36253,composite,control_down
X,+,chrX:17737448-17754987,ENSG00000047634,SCML1,protein_coding,2,17753669,utr3,6595,17754983,utr3,10320,0.09156,-0.09016,0.46,0.42,0.36498,0.36486,same,control_down
3,+,chr3:112086334-112131003,ENSG00000114529,C3orf52,protein_coding,2,112118209,utr3,10628,112124213,intron,911,0.13569,-0.19567,0.47,0.41,0.36604,0.37244,skipped,control_down
10,-,chr10:86935539-86969480,ENSG00000173269,MMRN2,protein_coding,2,86935838,utr3,29189,86935542,utr3,5934,-0.05803,0.06514,0.28,0.31,0.36626,0.36727,same,control_up
5,+,chr5:168486444-168519298,ENSG00000113643,RARS,protein_coding,2,168510658,utr3,12796,168519297,utr3,27726,0.27276,-0.27133,0.61,0.54,0.36645,0.36634,skipped,control_down
5,+,chr5:69234794-69277429,ENSG00000134058,CDK7,protein_coding,2,69257326,intron,230,69277323,utr3,2100,0.40259,-0.31878,0.66,0.53,0.36805,0.38054,composite,control_down
1,-,chr1:155749661-155859399,ENSG00000116580,GON4L,protein_coding,2,155822453,exon,11026,155754217,exon,1442,0.20993,-0.24334,0.56,0.48,0.36846,0.37237,skipped,control_down
